Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
CADILLAC,SRX AWD,SUV - STANDARD,0.36,0.23076923076923078,AS6,X,0.4015151515151515,0.3855421686746987,0.39545454545454556,0.1896551724137931,0.46478873239436613
FIAT,500 HATCHBACK TURBO,MINICOMPACT,0.06666666666666665,0.07692307692307693,A6,X,0.20454545454545453,0.1987951807228915,0.20454545454545459,0.37931034482758624,0.24413145539906103
MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,0.5066666666666667,0.38461538461538464,AS7,Z,0.3977272727272726,0.30722891566265054,0.3681818181818182,0.20689655172413796,0.4342723004694835
CHEVROLET,TRAX 4WD,SUV - SMALL,0.06666666666666665,0.07692307692307693,AS6,X,0.21590909090909088,0.2289156626506024,0.21818181818181825,0.3620689655172414,0.2676056338028169
FORD,MUSTANG,SUBCOMPACT,0.6533333333333333,0.38461538461538464,M6,Z,0.4431818181818181,0.35542168674698793,0.41363636363636364,0.1724137931034483,0.488262910798122
MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,0.28,0.23076923076923078,A9,Z,0.28787878787878785,0.2831325301204818,0.28636363636363643,0.27586206896551724,0.352112676056338
JAGUAR,XFR,MID-SIZE,0.5466666666666666,0.38461538461538464,AS8,E,0.6477272727272727,0.6084337349397589,0.6363636363636365,0.08620689655172414,0.45539906103286387
DODGE,CHALLENGER SRT HELLCAT,MID-SIZE,0.7066666666666667,0.38461538461538464,A8,Z,0.5227272727272726,0.4036144578313252,0.48181818181818187,0.13793103448275862,0.568075117370892
BMW,M4 Coupe Competition,COMPACT,0.28,0.23076923076923078,M6,Z,0.3484848484848484,0.3373493975903613,0.3454545454545454,0.22413793103448276,0.4154929577464789
GENESIS,G80 AWD,FULL-SIZE,0.31999999999999995,0.23076923076923078,AS8,Z,0.36363636363636365,0.34337349397590355,0.35454545454545455,0.22413793103448276,0.43661971830985913
BMW,Z4 sDRIVE35i,TWO-SEATER,0.28,0.23076923076923078,AM7,Z,0.35984848484848475,0.36144578313253006,0.3636363636363637,0.20689655172413796,0.43661971830985913
MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,0.5066666666666667,0.38461538461538464,A9,Z,0.38257575757575757,0.31325301204819267,0.35909090909090907,0.22413793103448276,0.431924882629108
KIA,FORTE,MID-SIZE,0.14666666666666667,0.07692307692307693,M6,X,0.19696969696969696,0.16867469879518068,0.19090909090909097,0.396551724137931,0.2323943661971831
GMC,SAVANA 1500 PASSENGER,VAN - PASSENGER,0.5866666666666667,0.38461538461538464,A4,X,0.5454545454545454,0.5963855421686746,0.5636363636363637,0.10344827586206895,0.6666666666666666
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,0.45333333333333325,0.23076923076923078,A6,X,0.3484848484848484,0.36144578313253006,0.35454545454545455,0.22413793103448276,0.4295774647887324
KIA,SOUL,STATION WAGON - SMALL,0.09333333333333335,0.07692307692307693,AS6,X,0.19696969696969696,0.2289156626506024,0.2090909090909091,0.3620689655172414,0.255868544600939
MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,0.09333333333333335,0.07692307692307693,AS6,Z,0.18939393939393934,0.16867469879518068,0.18181818181818182,0.41379310344827586,0.21126760563380284
CADILLAC,ATS,COMPACT,0.14666666666666667,0.07692307692307693,M6,Z,0.28787878787878785,0.24096385542168672,0.27272727272727276,0.29310344827586204,0.32863849765258213
SUBARU,OUTBACK AWD,SUV - SMALL,0.21333333333333332,0.07692307692307693,AV6,X,0.19318181818181818,0.1867469879518072,0.19090909090909097,0.396551724137931,0.23474178403755872
MASERATI,GHIBLI AWD,MID-SIZE,0.28,0.23076923076923078,AS8,Z,0.41666666666666663,0.3373493975903613,0.39090909090909093,0.1896551724137931,0.460093896713615
MINI,COOPER COUPE,TWO-SEATER,0.09333333333333335,0.07692307692307693,AS6,Z,0.16287878787878785,0.15060240963855417,0.15909090909090912,0.44827586206896547,0.18544600938967135
BMW,535i xDRIVE,MID-SIZE,0.28,0.23076923076923078,AS8,Z,0.29166666666666663,0.24698795180722885,0.2772727272727273,0.29310344827586204,0.33333333333333326
BMW,430i xDRIVE GRAN COUPE,COMPACT,0.14666666666666667,0.07692307692307693,AS8,Z,0.22727272727272724,0.19277108433734938,0.21818181818181825,0.3620689655172414,0.26291079812206575
CADILLAC,ESCALADE ESV AWD,SUV - STANDARD,0.7066666666666667,0.38461538461538464,A6,Z,0.553030303030303,0.5662650602409638,0.5590909090909091,0.10344827586206895,0.6596244131455399
JEEP,PATRIOT 4X4,SUV - SMALL,0.2,0.07692307692307693,AV,X,0.284090909090909,0.37951807228915657,0.3181818181818182,0.24137931034482757,0.38262910798122063
MINI,COOPER ROADSTER,TWO-SEATER,0.09333333333333335,0.07692307692307693,A6,Z,0.17045454545454541,0.15662650602409636,0.1681818181818182,0.4310344827586207,0.19483568075117372
BMW,X5 xDrive40i,SUV - STANDARD,0.28,0.23076923076923078,AS8,Z,0.284090909090909,0.30722891566265054,0.29090909090909095,0.27586206896551724,0.3497652582159624
LEXUS,IS 350,COMPACT,0.3466666666666667,0.23076923076923078,AS8,Z,0.3068181818181818,0.2710843373493975,0.29545454545454547,0.27586206896551724,0.3474178403755869
PORSCHE,911 GT3,TWO-SEATER,0.41333333333333333,0.23076923076923078,AM7,Z,0.43939393939393934,0.45783132530120474,0.4454545454545455,0.15517241379310348,0.5352112676056338
JEEP,RENEGADE 4X4,SUV - SMALL,0.06666666666666665,0.07692307692307693,M6,X,0.21590909090909088,0.2228915662650602,0.21818181818181825,0.3620689655172414,0.2699530516431925
AUDI,A4 QUATTRO,COMPACT,0.14666666666666667,0.07692307692307693,M6,Z,0.24242424242424238,0.1987951807228915,0.2272727272727273,0.3448275862068965,0.27699530516431925
BMW,X5 M,SUV - STANDARD,0.4666666666666667,0.38461538461538464,AS8,Z,0.4696969696969697,0.4879518072289155,0.47727272727272735,0.13793103448275862,0.5798122065727699
MINI,JOHN COOPER WORKS PACEMAN ALL4,COMPACT,0.09333333333333335,0.07692307692307693,AS6,Z,0.22348484848484845,0.2228915662650602,0.22272727272727277,0.3448275862068965,0.2723004694835681
FORD,TAURUS,FULL-SIZE,0.14666666666666667,0.07692307692307693,AS6,X,0.28787878787878785,0.24698795180722885,0.27272727272727276,0.29310344827586204,0.33333333333333326
LINCOLN,Navigator 4X4,SUV - STANDARD,0.3466666666666667,0.23076923076923078,AS10,X,0.40909090909090906,0.4518072289156626,0.4227272727272728,0.1724137931034483,0.5140845070422535
RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,0.2,0.07692307692307693,A9,X,0.2651515151515151,0.25903614457831325,0.26363636363636367,0.3103448275862069,0.31924882629107976
INFINITI,Q60 AWD COUPE,SUBCOMPACT,0.37333333333333335,0.23076923076923078,AS7,Z,0.3446969696969697,0.32530120481927705,0.33636363636363636,0.24137931034482757,0.39671361502347413
DODGE,Charger (MDS),FULL-SIZE,0.7333333333333334,0.38461538461538464,A8,Z,0.43939393939393934,0.3373493975903613,0.4045454545454546,0.1896551724137931,0.488262910798122
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,0.7066666666666667,0.38461538461538464,A10,Z,0.428030303030303,0.47590361445783125,0.4454545454545455,0.15517241379310348,0.539906103286385
MERCEDES-BENZ,G 550,SUV - STANDARD,0.41333333333333333,0.38461538461538464,A9,Z,0.5227272727272726,0.6084337349397589,0.5545454545454547,0.10344827586206895,0.6619718309859155
MAZDA,MAZDA3 4-DOOR (i-ELOOP),COMPACT,0.21333333333333332,0.07692307692307693,AS6,X,0.15530303030303033,0.12650602409638553,0.1454545454545455,0.4827586206896552,0.16901408450704228
TOYOTA,CAMRY,MID-SIZE,0.21333333333333332,0.07692307692307693,AS8,X,0.1477272727272727,0.10240963855421689,0.12727272727272732,0.5172413793103448,0.1596244131455399
JEEP,RENEGADE,SUV - SMALL,0.06666666666666665,0.07692307692307693,M6,X,0.21590909090909088,0.2108433734939759,0.21363636363636368,0.3620689655172414,0.24882629107981222
JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,0.28,0.23076923076923078,AS8,Z,0.3977272727272726,0.3373493975903613,0.37727272727272737,0.20689655172413796,0.4436619718309859
MERCEDES-BENZ,Metris Passenger,SPECIAL PURPOSE VEHICLE,0.14666666666666667,0.07692307692307693,A7,Z,0.3068181818181818,0.37951807228915657,0.33181818181818185,0.24137931034482757,0.4037558685446009
RAM,1500 4X4 (MDS),PICKUP TRUCK - STANDARD,0.64,0.38461538461538464,A6,X,0.5113636363636362,0.5240963855421685,0.5136363636363637,0.12068965517241381,0.6244131455399061
CHEVROLET,TRAX AWD,SUV - SMALL,0.06666666666666665,0.07692307692307693,AS6,X,0.20833333333333326,0.21686746987951802,0.2090909090909091,0.3620689655172414,0.24413145539906103
MERCEDES-BENZ,AMG C 63 S Cabriolet,SUBCOMPACT,0.41333333333333333,0.38461538461538464,A9,Z,0.36742424242424243,0.34337349397590355,0.35909090909090907,0.22413793103448276,0.43661971830985913
HYUNDAI,Kona AWD,SUV - SMALL,0.09333333333333335,0.07692307692307693,AM7,X,0.18181818181818177,0.24096385542168672,0.20454545454545459,0.37931034482758624,0.24647887323943665
PORSCHE,PANAMERA 4,FULL-SIZE,0.36,0.23076923076923078,AM7,Z,0.33712121212121204,0.2831325301204818,0.3181818181818182,0.24137931034482757,0.37323943661971826
TOYOTA,CAMRY HYBRID LE,MID-SIZE,0.21333333333333332,0.07692307692307693,AV,X,0.049242424242424254,0.12048192771084335,0.07272727272727275,0.6724137931034482,0.08920187793427228
FIAT,500 CABRIO,MINICOMPACT,0.06666666666666665,0.07692307692307693,M5,X,0.14015151515151514,0.13855421686746985,0.14090909090909093,0.4827586206896552,0.1643192488262911
KIA,SEDONA SXL,MINIVAN,0.31999999999999995,0.23076923076923078,AS6,X,0.3749999999999999,0.39156626506024084,0.3818181818181819,0.20689655172413796,0.4694835680751174
NISSAN,370Z,TWO-SEATER,0.37333333333333335,0.23076923076923078,AS7,Z,0.3181818181818181,0.3192771084337349,0.3181818181818182,0.24137931034482757,0.38732394366197176
FORD,FOCUS,COMPACT,0.013333333333333336,0.0,AS6,X,0.16287878787878785,0.13253012048192772,0.1545454545454546,0.46551724137931033,0.18779342723004697
LINCOLN,MKC AWD (Start/Stop),SUV - SMALL,0.14666666666666667,0.07692307692307693,AS6,X,0.2992424242424242,0.3192771084337349,0.3045454545454546,0.25862068965517243,0.37089201877934275
AUDI,A6 quattro,MID-SIZE,0.28,0.23076923076923078,AM7,Z,0.24621212121212116,0.253012048192771,0.25,0.3103448275862069,0.3004694835680751
FORD,C-MAX HYBRID,FULL-SIZE,0.14666666666666667,0.07692307692307693,AV,X,0.05681818181818182,0.13253012048192772,0.08181818181818185,0.6379310344827587,0.09859154929577466
LINCOLN,MKZ HYBRID,MID-SIZE,0.14666666666666667,0.07692307692307693,AV,X,0.05681818181818182,0.13253012048192772,0.08181818181818185,0.6379310344827587,0.10093896713615022
KIA,SPORTAGE AWD,SUV - SMALL,0.2,0.07692307692307693,AS6,X,0.2689393939393939,0.3313253012048192,0.29090909090909095,0.27586206896551724,0.3544600938967136
RAM,CARGO VAN FFV,MINIVAN,0.36,0.23076923076923078,A6,E,0.5454545454545454,0.5240963855421685,0.5363636363636364,0.12068965517241381,0.37089201877934275
HYUNDAI,SANTA FE SPORT AWD,SUV - SMALL,0.14666666666666667,0.07692307692307693,AS6,X,0.32954545454545453,0.34337349397590355,0.33636363636363636,0.24137931034482757,0.39906103286384975
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,0.41333333333333333,0.23076923076923078,M6,X,0.40909090909090906,0.433734939759036,0.41818181818181827,0.1724137931034483,0.49295774647887325
JEEP,PATRIOT,SUV - SMALL,0.14666666666666667,0.07692307692307693,AV,X,0.25,0.29518072289156627,0.26818181818181824,0.29310344827586204,0.323943661971831
ASTON MARTIN,V8 VANTAGE,TWO-SEATER,0.5066666666666667,0.38461538461538464,AM7,Z,0.4999999999999999,0.43975903614457823,0.48181818181818187,0.13793103448275862,0.568075117370892
CHEVROLET,Camaro,SUBCOMPACT,0.36,0.23076923076923078,M6,X,0.38257575757575757,0.3012048192771084,0.35454545454545455,0.22413793103448276,0.431924882629108
DODGE,DART,MID-SIZE,0.2,0.07692307692307693,A6,X,0.22348484848484845,0.16867469879518068,0.20454545454545459,0.37931034482758624,0.23943661971830985
NISSAN,370Z Roadster,TWO-SEATER,0.37333333333333335,0.23076923076923078,M6,Z,0.35606060606060597,0.34337349397590355,0.35000000000000003,0.22413793103448276,0.4295774647887324
NISSAN,SENTRA,MID-SIZE,0.12,0.07692307692307693,M6,X,0.17803030303030304,0.16867469879518068,0.1772727272727273,0.41379310344827586,0.2136150234741784
BMW,320i SEDAN,COMPACT,0.14666666666666667,0.07692307692307693,AS8,Z,0.21969696969696967,0.15060240963855417,0.1954545454545455,0.396551724137931,0.2276995305164319
LAND ROVER,Range Rover 5.0 Supercharged,SUV - STANDARD,0.5466666666666666,0.38461538461538464,AS8,Z,0.38636363636363635,0.433734939759036,0.4000000000000001,0.1896551724137931,0.49061032863849763
VOLVO,XC40 T4 AWD,SUV - SMALL,0.14666666666666667,0.07692307692307693,AS8,X,0.22727272727272724,0.2108433734939759,0.22272727272727277,0.3448275862068965,0.2676056338028169
CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,0.45333333333333325,0.23076923076923078,A6,X,0.3522727272727272,0.36144578313253006,0.35454545454545455,0.22413793103448276,0.431924882629108
LEXUS,IS 300 AWD,COMPACT,0.3466666666666667,0.23076923076923078,AS6,Z,0.3181818181818181,0.31325301204819267,0.31363636363636366,0.25862068965517243,0.380281690140845
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,0.5866666666666667,0.38461538461538464,A6,E,0.678030303030303,0.6867469879518071,0.6818181818181819,0.06896551724137934,0.49295774647887325
FORD,FUSION AWD,MID-SIZE,0.14666666666666667,0.07692307692307693,AS6,X,0.2537878787878788,0.2108433734939759,0.24090909090909096,0.32758620689655177,0.2816901408450704
BMW,ALPINA B6 xDRIVE GRAN COUPE,COMPACT,0.4666666666666667,0.38461538461538464,AS8,Z,0.41666666666666663,0.3493975903614458,0.39545454545454556,0.1896551724137931,0.46478873239436613
HYUNDAI,SANTA FE SPORT,SUV - SMALL,0.2,0.07692307692307693,AS6,X,0.2613636363636363,0.27710843373493965,0.26818181818181824,0.29310344827586204,0.3262910798122065
JAGUAR,F-TYPE Coupe R-Dynamic,TWO-SEATER,0.28,0.23076923076923078,M6,Z,0.4204545454545454,0.36144578313253006,0.4000000000000001,0.1896551724137931,0.4835680751173709
MINI,Cooper 5 Door,SUBCOMPACT,0.08000000000000002,0.0,AS6,Z,0.17424242424242425,0.16867469879518068,0.17272727272727278,0.4310344827586207,0.20657276995305165
FIAT,500,MINICOMPACT,0.06666666666666665,0.07692307692307693,M5,X,0.16287878787878785,0.1867469879518072,0.17272727272727278,0.4310344827586207,0.21126760563380284
MAZDA,Mazda3 4-Door 4WD,COMPACT,0.21333333333333332,0.07692307692307693,AS6,X,0.18939393939393934,0.18072289156626506,0.18636363636363634,0.396551724137931,0.22535211267605634
FORD,MUSTANG,SUBCOMPACT,0.5466666666666666,0.38461538461538464,AS6,X,0.4053030303030303,0.3313253012048192,0.37727272727272737,0.20689655172413796,0.460093896713615
BMW,328i xDRIVE TOURING,STATION WAGON - SMALL,0.14666666666666667,0.07692307692307693,AS8,Z,0.24242424242424238,0.19277108433734938,0.2272727272727273,0.3448275862068965,0.26525821596244137
TOYOTA,Corolla Hatchback,COMPACT,0.14666666666666667,0.07692307692307693,M6,X,0.15909090909090906,0.13855421686746985,0.1545454545454546,0.46551724137931033,0.18309859154929578
LAND ROVER,Range Rover SVAutobiography LWB,SUV - STANDARD,0.5466666666666666,0.38461538461538464,AS8,Z,0.5189393939393938,0.5240963855421685,0.5181818181818183,0.12068965517241381,0.6314553990610329
TOYOTA,SIENNA,MINIVAN,0.3466666666666667,0.23076923076923078,AS8,X,0.31439393939393934,0.29518072289156627,0.30909090909090914,0.25862068965517243,0.37323943661971826
VOLKSWAGEN,BEETLE DUNE,COMPACT,0.14666666666666667,0.07692307692307693,AS6,X,0.18560606060606055,0.17469879518072287,0.18181818181818182,0.41379310344827586,0.2183098591549296
VOLKSWAGEN,GOLF R,COMPACT,0.14666666666666667,0.07692307692307693,M6,Z,0.2537878787878788,0.2228915662650602,0.24090909090909096,0.32758620689655177,0.29107981220657275
DODGE,Charger AWD,FULL-SIZE,0.36,0.23076923076923078,A8,X,0.32575757575757575,0.2831325301204818,0.31363636363636366,0.25862068965517243,0.380281690140845
CHEVROLET,EXPRESS 2500 PASSENGER,VAN - PASSENGER,0.68,0.38461538461538464,A6,X,0.6742424242424242,0.6566265060240963,0.6681818181818182,0.06896551724137934,0.7887323943661971
ACURA,RLX Hybrid,MID-SIZE,0.3466666666666667,0.23076923076923078,AM7,Z,0.15909090909090906,0.253012048192771,0.1954545454545455,0.396551724137931,0.23474178403755872
SUBARU,OUTBACK AWD,SUV - SMALL,0.36,0.23076923076923078,AV6,X,0.2954545454545454,0.27710843373493965,0.29090909090909095,0.27586206896551724,0.34272300469483563
PORSCHE,911 Targa 4,MINICOMPACT,0.28,0.23076923076923078,AM7,Z,0.2537878787878788,0.2650602409638554,0.25909090909090915,0.3103448275862069,0.3098591549295775
CHEVROLET,SONIC 5,STATION WAGON - SMALL,0.06666666666666665,0.07692307692307693,M6,X,0.16287878787878785,0.13253012048192772,0.1545454545454546,0.46551724137931033,0.18544600938967135
PORSCHE,911 TURBO S EXCLUSIVE,MINICOMPACT,0.3866666666666666,0.23076923076923078,AM7,Z,0.36363636363636365,0.37951807228915657,0.37272727272727285,0.20689655172413796,0.4436619718309859
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,0.7066666666666667,0.38461538461538464,A10,Z,0.40909090909090906,0.4819277108433734,0.43636363636363634,0.1724137931034483,0.528169014084507
FORD,EXPLORER FFV,SUV - STANDARD,0.3466666666666667,0.23076923076923078,AS6,E,0.5492424242424241,0.5361445783132529,0.5454545454545456,0.12068965517241381,0.3943661971830986
TOYOTA,YARIS HATCHBACK,COMPACT,0.08000000000000002,0.07692307692307693,A4,X,0.13636363636363635,0.15662650602409636,0.1454545454545455,0.4827586206896552,0.1737089201877934
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,0.5466666666666666,0.38461538461538464,A6,X,0.4772727272727272,0.5180722891566264,0.490909090909091,0.13793103448275862,0.5798122065727699
FORD,EXPLORER,SUV - STANDARD,0.18666666666666665,0.07692307692307693,AS6,X,0.3181818181818181,0.27710843373493965,0.3045454545454546,0.25862068965517243,0.37089201877934275
VOLKSWAGEN,CC,COMPACT,0.14666666666666667,0.07692307692307693,M6,Z,0.2803030303030303,0.2228915662650602,0.25909090909090915,0.3103448275862069,0.30281690140845063
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,0.5466666666666666,0.38461538461538464,AS10,X,0.3939393939393939,0.4156626506024096,0.4045454545454546,0.1896551724137931,0.488262910798122
KIA,K900,FULL-SIZE,0.3866666666666666,0.23076923076923078,AS8,X,0.36363636363636365,0.3192771084337349,0.35000000000000003,0.22413793103448276,0.4295774647887324
CHRYSLER,300 AWD,FULL-SIZE,0.36,0.23076923076923078,A8,X,0.32575757575757575,0.2831325301204818,0.31363636363636366,0.25862068965517243,0.380281690140845
HONDA,Pilot AWD,SUV - SMALL,0.3466666666666667,0.23076923076923078,AS9,X,0.31060606060606055,0.3192771084337349,0.31363636363636366,0.25862068965517243,0.3779342723004695
HYUNDAI,Elantra GT,FULL-SIZE,0.14666666666666667,0.07692307692307693,M6,X,0.2121212121212121,0.20481927710843376,0.2090909090909091,0.3620689655172414,0.2605633802816901
PORSCHE,PANAMERA,FULL-SIZE,0.36,0.23076923076923078,AM7,Z,0.32954545454545453,0.2650602409638554,0.30909090909090914,0.25862068965517243,0.37323943661971826
ACURA,RDX AWD,SUV - SMALL,0.3466666666666667,0.23076923076923078,AS6,Z,0.31060606060606055,0.27710843373493965,0.3,0.25862068965517243,0.35915492957746475
TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,0.64,0.38461538461538464,AS6,X,0.5075757575757576,0.5361445783132529,0.5181818181818183,0.12068965517241381,0.6103286384976526
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,0.5466666666666666,0.38461538461538464,AS10,E,0.5946969696969695,0.7108433734939759,0.6318181818181818,0.08620689655172414,0.47887323943661975
ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,0.7733333333333333,0.6923076923076923,A8,Z,0.6249999999999999,0.5240963855421685,0.590909090909091,0.10344827586206895,0.6971830985915493
NISSAN,ARMADA 4WD,SUV - STANDARD,0.6266666666666666,0.38461538461538464,AS7,X,0.5037878787878787,0.5301204819277108,0.5136363636363637,0.12068965517241381,0.6244131455399061
LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,0.6000000000000001,0.38461538461538464,A6,E,0.7689393939393938,0.8433734939759036,0.7954545454545456,0.03448275862068967,0.5868544600938967
INFINITI,Q60 COUPE,SUBCOMPACT,0.37333333333333335,0.23076923076923078,AS7,Z,0.32954545454545453,0.29518072289156627,0.3181818181818182,0.24137931034482757,0.37323943661971826
FORD,Escape Hybrid AWD,SUV - SMALL,0.21333333333333332,0.07692307692307693,AV,X,0.049242424242424254,0.14457831325301204,0.08181818181818185,0.6379310344827587,0.10093896713615022
KIA,OPTIMA HYBRID,MID-SIZE,0.14666666666666667,0.07692307692307693,AS6,X,0.06818181818181818,0.06626506024096382,0.06818181818181818,0.6724137931034482,0.08450704225352115
FORD,EDGE AWD,SUV - SMALL,0.3466666666666667,0.23076923076923078,AS6,X,0.35984848484848475,0.3373493975903613,0.35000000000000003,0.22413793103448276,0.41079812206572763
LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,0.5466666666666666,0.38461538461538464,AS8,E,0.7499999999999999,0.7590361445783133,0.7545454545454546,0.051724137931034475,0.5516431924882629
